Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP001270362	Podospora appendiculata	314037	11840	C:98.3%[S:97.1%,D:1.2%],F:0.3%,M:1.4%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Unassembled WGS sequence	GCA_033675105.1	full	0
UP001271007	Extremus antarcticus	702011	12873	C:94.7%[S:94.4%,D:0.3%],F:1.3%,M:4.0%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Extremaceae, Extremus	9PEZI	Unassembled WGS sequence	GCA_033117895.1	full	0
UP001273209	Trichoderma aggressivum f. europaeum	173218	10998	C:98.3%[S:98.1%,D:0.2%],F:0.5%,M:1.2%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Hypocreaceae, Trichoderma, Trichoderma aggressivum	9HYPO	Unassembled WGS sequence	GCA_033847375.1	full	0
UP001274830	Recurvomyces mirabilis	574656	10970	C:94.5%[S:94.4%,D:0.2%],F:1.3%,M:4.2%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Teratosphaeriaceae, Recurvomyces	9PEZI	Unassembled WGS sequence	GCA_033675085.1	full	0
UP001275084	Lasiosphaeria hispida	260671	14637	C:98.3%[S:97.7%,D:0.6%],F:0.3%,M:1.4%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Lasiosphaeriaceae, Lasiosphaeria	9PEZI	Unassembled WGS sequence	GCA_033439745.1	full	0
UP001276659	Lepraria neglecta	209136	10839	C:93.6%[S:93.3%,D:0.4%],F:1.9%,M:4.5%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Lecanoromycetes, OSLEUM clade, Lecanoromycetidae, Lecanorales, Lecanorineae, Stereocaulaceae, Lepraria	9LECA	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome VI; Chromosome VII; Chromosome VIII; Unassembled WGS sequence	GCA_033220425.1	full	0
UP001278500	Neurospora tetraspora	94610	11229	C:97.8%[S:97.3%,D:0.5%],F:0.4%,M:1.8%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariaceae, Neurospora	9PEZI	Unassembled WGS sequence	GCA_033439725.1	full	0
UP001278766	Chaetomium fimeti	1854472	11422	C:97.4%[S:97.0%,D:0.4%],F:0.8%,M:1.8%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Chaetomiaceae, Chaetomium	9PEZI	Unassembled WGS sequence	GCA_033439085.1	full	0
UP001280581	Pseudopithomyces chartarum	1892770	11624	C:82.2%[S:81.8%,D:0.4%],F:2.4%,M:15.4%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Pseudopithomyces	9PLEO	Unassembled WGS sequence	GCA_033220655.1	full	0
UP001281003	Sordaria brevicollis	83679	10923	C:98.0%[S:97.7%,D:0.3%],F:0.4%,M:1.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariaceae, Sordaria	SORBR	Unassembled WGS sequence	GCA_033439795.1	full	0
UP001281614	Colletotrichum kahawae (Coffee berry disease fungus)	34407	19151	C:98.7%[S:98.6%,D:0.1%],F:0.3%,M:1.0%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum gloeosporioides species complex	COLKA	Unassembled WGS sequence	GCA_032988895.1	full	0
UP001283341	Apodospora peruviana	516989	13377	C:98.1%[S:97.6%,D:0.5%],F:0.3%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Lasiosphaeriaceae, Apodospora	9PEZI	Unassembled WGS sequence	GCA_033439685.1	full	0
UP001285354	Diplocarpon rosae	946125	7155	C:89.9%[S:89.7%,D:0.3%],F:1.2%,M:8.8%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Drepanopezizaceae, Diplocarpon	9HELO	Unassembled WGS sequence	GCA_032760415.1	full	0
UP001285441	Podospora didyma	330526	14814	C:97.9%[S:96.9%,D:1.0%],F:0.5%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Unassembled WGS sequence	GCA_033439775.1	full	0
UP001285908	Neurospora hispaniola	588809	10445	C:97.9%[S:97.8%,D:0.2%],F:0.5%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariaceae, Neurospora	9PEZI	Unassembled WGS sequence	GCA_033458365.1	full	0
UP001286456	Cercophora scortea	314031	11777	C:98.0%[S:97.8%,D:0.3%],F:0.5%,M:1.5%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Lasiosphaeriaceae, Cercophora	9PEZI	Unassembled WGS sequence	GCA_033439705.1	full	0
UP001287286	Purpureocillium lilacinum (Paecilomyces lilacinus)	33203	14419	C:95.1%[S:94.6%,D:0.5%],F:0.3%,M:4.6%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Ophiocordycipitaceae, Purpureocillium	PURLI	Unassembled WGS sequence	GCA_033847395.1	full	0
UP001287356	Lasiosphaeria ovina	92902	14878	C:97.5%[S:96.9%,D:0.6%],F:0.7%,M:1.8%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Lasiosphaeriaceae, Lasiosphaeria	9PEZI	Unassembled WGS sequence	GCA_033439765.1	full	0
UP001295794	Mycena citricolor	2018698	20747	C:67.7%[S:27.3%,D:40.4%],F:1.7%,M:30.6%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Mycena	9AGAR	Unassembled WGS sequence	GCA_963692855.1	full	0
UP001296104	Lecanosticta acicola	111012	10195	C:96.6%[S:96.6%,D:0.1%],F:0.2%,M:3.1%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Lecanosticta	9PEZI	Unassembled WGS sequence	GCA_963674455.1	full	0
UP001304243	Mucor velutinosus	708070	12849	C:99.2%[S:99.0%,D:0.2%],F:0.5%,M:0.3%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Mucor	9FUNG	Mitochondrion MT; Unassembled WGS sequence	GCA_035048745.1	full	0
UP001305414	Xylaria bambusicola	326684	13421	C:72.0%[S:71.9%,D:0.1%],F:5.3%,M:22.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Xylariales, Xylariaceae, Xylaria	9PEZI	Unassembled WGS sequence	GCA_033171785.1	full	0
UP001305779	Zasmidium cellare (Wine cellar mold) (Racodium cellare)	395010	15199	C:98.4%[S:97.9%,D:0.4%],F:0.4%,M:1.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Mycosphaerellaceae, Zasmidium	ZASCE	Mitochondrion MT; Unassembled WGS sequence	GCA_035040045.1	full	0
UP001307849	Arthrobotrys conoides	74498	11985	C:97.6%[S:92.0%,D:5.6%],F:0.5%,M:1.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Arthrobotrys	9PEZI	Unassembled WGS sequence	GCA_036971725.1	full	0
UP001308179	Rachicladosporium monterosium	1507873	7772	C:61.5%[S:61.3%,D:0.2%],F:7.0%,M:31.5%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Cladosporiales, Cladosporiaceae, Rachicladosporium	9PEZI	Unassembled WGS sequence	GCA_035927975.1	full	0
UP001309876	Lithohypha guttulata	1690604	8745	C:74.4%[S:74.1%,D:0.3%],F:1.8%,M:23.8%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Trichomeriaceae, Lithohypha	9EURO	Unassembled WGS sequence	GCA_035926905.1	full	0
UP001313282	Orbilia javanica	47235	11813	C:97.7%[S:92.3%,D:5.3%],F:0.4%,M:1.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Orbilia	9PEZI	Unassembled WGS sequence	GCA_036872735.1	full	0
UP001316803	Knufia fluminis	191047	11220	C:84.7%[S:84.3%,D:0.4%],F:1.2%,M:14.1%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Trichomeriaceae, Knufia	9EURO	Unassembled WGS sequence	GCA_022813615.2	full	0
UP001320245	Cytospora paraplurivora	2898453	9284	C:93.9%[S:93.0%,D:0.9%],F:2.1%,M:4.0%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Cytosporaceae, Cytospora	9PEZI	Unassembled WGS sequence	GCA_021272945.2	full	0
UP001320420	Diatrype stigma	117547	11291	C:92.5%[S:92.2%,D:0.3%],F:3.7%,M:3.9%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Xylariales, Diatrypaceae, Diatrype	9PEZI	Unassembled WGS sequence	GCA_022225965.2	full	0
UP001322138	Podospora bellae-mahoneyi	2093777	11050	C:97.6%[S:97.5%,D:0.2%],F:0.6%,M:1.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Mitochondrion MT; Unassembled WGS sequence	GCA_035222275.1	full	0
UP001323405	Podospora pseudocomata	2093779	11325	C:98.0%[S:97.8%,D:0.2%],F:0.5%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Mitochondrion MT; Unassembled WGS sequence	GCA_035222375.1	full	0
UP001323617	Podospora pseudoanserina	2609844	11140	C:96.9%[S:96.8%,D:0.1%],F:0.8%,M:2.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Mitochondrion MT; Unassembled WGS sequence	GCA_035222485.1	full	0
UP001324427	Oleoguttula mirabilis	1507867	10983	C:96.5%[S:96.4%,D:0.1%],F:0.6%,M:2.9%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Teratosphaeriaceae, Oleoguttula	9PEZI	Unassembled WGS sequence	GCA_035135055.1	full	0
UP001326199	Podospora pseudopauciseta	2093780	11168	C:98.1%[S:97.9%,D:0.2%],F:0.5%,M:1.4%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Podosporaceae, Podospora	9PEZI	Chromosome 1; Chromosome 3; Chromosome 4; Chromosome 6; Mitochondrion MT; Unassembled WGS sequence	GCA_035222475.1	full	0
UP001327957	Colletotrichum tabaci	1209068	13348	C:98.0%[S:97.8%,D:0.2%],F:0.7%,M:1.3%,n:6841	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Glomerellales, Glomerellaceae, Colletotrichum, Colletotrichum destructivum species complex	9PEZI	Unassembled WGS sequence	GCA_036851105.1	full	0
UP001329825	Kwoniella shivajii	564305	7877	C:98.1%[S:98.1%,D:0.1%],F:0.7%,M:1.2%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Kwoniella	9TREE	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 8; Chromosome 7; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12	GCA_035658355.1	full	0
UP001334084	Vairimorpha necatrix	6039	3147	C:97.0%[S:94.7%,D:2.3%],F:1.0%,M:2.0%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Apansporoblastina, Nosematidae, Vairimorpha	9MICR	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12	GCA_036630325.1	full	0
UP001334248	Knufia obscura	1635080	11241	C:84.2%[S:83.8%,D:0.5%],F:1.1%,M:14.6%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Trichomeriaceae, Knufia	9EURO	Unassembled WGS sequence	GCA_036327395.1	full	0
UP001337655	Saxophila tyrrhenica	1690608	11205	C:95.3%[S:95.0%,D:0.3%],F:1.1%,M:3.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Extremaceae, Saxophila	9PEZI	Unassembled WGS sequence	GCA_035928015.1	full	0
UP001338125	Cladobotryum mycophilum	491253	12204	C:96.7%[S:96.5%,D:0.2%],F:1.6%,M:1.7%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Hypocreaceae, Cladobotryum	9HYPO	Unassembled WGS sequence	GCA_036429605.1	full	0
UP001341245	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580	9595	C:97.9%[S:97.7%,D:0.1%],F:0.8%,M:1.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Dothideales, Saccotheciaceae, Aureobasidium	AURPU	Unassembled WGS sequence	GCA_036418965.1	full	0
UP001342314	Rhodotorula paludigena	86838	7709	C:96.3%[S:96.1%,D:0.1%],F:1.0%,M:2.7%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Pucciniomycotina, Microbotryomycetes, Sporidiobolales, Sporidiobolaceae, Rhodotorula	9BASI	Unassembled WGS sequence	GCA_036244875.1	full	0
UP001345013	Lithohypha guttulata	1690604	10557	C:81.3%[S:80.8%,D:0.5%],F:1.4%,M:17.2%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Trichomeriaceae, Lithohypha	9EURO	Unassembled WGS sequence	GCA_035927085.1	full	0
UP001345691	Exophiala sideris	1016849	11434	C:94.4%[S:94.1%,D:0.3%],F:1.4%,M:4.2%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Exophiala	9EURO	Unassembled WGS sequence	GCA_035927145.1	full	0
UP001345827	Vermiconidia calcicola	1690605	11222	C:80.4%[S:79.5%,D:0.9%],F:1.9%,M:17.7%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Mycosphaerellales, Extremaceae, Vermiconidia	9PEZI	Unassembled WGS sequence	GCA_035928285.1	full	0
UP001357485	Cryomyces antarcticus	329879	12792	C:35.2%[S:33.8%,D:1.5%],F:21.1%,M:43.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Cryomyces	9PEZI	Unassembled WGS sequence	GCA_035930425.1	full	0
UP001358417	Exophiala bonariae	1690606	13061	C:95.5%[S:94.8%,D:0.7%],F:0.9%,M:3.6%,n:6265	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Exophiala	9EURO	Unassembled WGS sequence	GCA_035927105.1	full	0
UP001360560	Saccharomycopsis crataegensis	43959	6397	C:96.9%[S:95.7%,D:1.2%],F:0.5%,M:2.6%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Ascoideales, Saccharomycopsidaceae, Saccharomycopsis	9ASCO	Unassembled WGS sequence	GCA_037102585.1	full	1
UP001360953	Phyllosticta citribraziliensis	989973	10673	C:96.7%[S:96.6%,D:0.2%],F:0.8%,M:2.5%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038025025.1	full	0
UP001362899	Starmerella bacillaris (Yeast) (Candida zemplinina)	1247836	4324	C:66.4%[S:66.1%,D:0.3%],F:2.9%,M:30.7%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Dipodascomycetes, Dipodascales, Trichomonascaceae, Starmerella	STABA	Unassembled WGS sequence	GCA_037102755.1	full	0
UP001362999	Favolaschia claudopus	2862362	47595	C:93.3%[S:72.2%,D:21.1%],F:0.6%,M:6.0%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Mycenaceae, Favolaschia	9AGAR	Unassembled WGS sequence	GCA_037176885.1	full	6
UP001363622	Phyllosticta citriasiana	595635	10025	C:96.8%[S:96.3%,D:0.5%],F:0.6%,M:2.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038021125.1	full	0
UP001365128	Phyllosticta citricarpa	55181	10295	C:97.0%[S:96.9%,D:0.2%],F:0.4%,M:2.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038025055.1	full	0
UP001365542	Orbilia ellipsospora	2528407	12679	C:90.3%[S:82.2%,D:8.1%],F:1.0%,M:8.7%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Orbilia	9PEZI	Unassembled WGS sequence	GCA_036971675.1	full	0
UP001367316	Phyllosticta paracitricarpa	2016321	10060	C:97.2%[S:97.0%,D:0.2%],F:0.4%,M:2.4%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038051015.1	full	0
UP001369815	Daldinia eschscholtzii	292717	10464	C:96.3%[S:96.1%,D:0.2%],F:1.9%,M:1.8%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Xylariales, Hypoxylaceae, Daldinia	9PEZI	Unassembled WGS sequence	GCA_037126485.1	full	0
UP001370758	Arthrobotrys musiformis	47236	12686	C:97.7%[S:93.7%,D:4.0%],F:0.6%,M:1.7%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Arthrobotrys	9PEZI	Unassembled WGS sequence	GCA_036971715.1	full	0
UP001373714	Orbilia blumenaviensis	1796055	11795	C:97.7%[S:92.6%,D:5.0%],F:0.4%,M:1.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Orbilia	9PEZI	Unassembled WGS sequence	GCA_036872755.1	full	0
UP001375240	Orbilia brochopaga	3140254	10395	C:97.8%[S:92.9%,D:4.9%],F:0.5%,M:1.7%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Orbiliomycetes, Orbiliales, Orbiliaceae, Orbilia	9PEZI	Unassembled WGS sequence	GCA_036872635.1	full	0
UP001377567	Maudiozyma humilis (Sour dough yeast) (Kazachstania humilis)	51915	5749	C:98.7%[S:94.1%,D:4.6%],F:0.4%,M:0.9%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Maudiozyma	MAUHU	Unassembled WGS sequence	GCA_037102785.1	full	0
UP001378960	Pichia kluyveri (Yeast)	36015	5590	C:83.5%[S:81.8%,D:1.7%],F:1.5%,M:15.1%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Pichiales, Pichiaceae, Pichia	PICKL	Unassembled WGS sequence	GCA_037102705.1	full	2
UP001383192	Paramarasmius palmivorus	297713	18633	C:85.5%[S:82.6%,D:2.9%],F:3.3%,M:11.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Marasmiaceae, Paramarasmius	9AGAR	Unassembled WGS sequence	GCA_037176845.1	full	0
